recommendation_set_id,set_clicked
244453.0,0
244483.0,0
244620.0,0
244705.0,0
244855.0,0
244889.0,0
245015.0,0
245037.0,0
245064.0,0
245130.0,0
245131.0,0
245189.0,0
245227.0,0
245274.0,0
245316.0,0
245332.0,0
245358.0,0
245457.0,0
245629.0,0
245845.0,0
245847.0,0
246286.0,0
246423.0,0
246523.0,0
246761.0,0
246805.0,0
247187.0,0
247202.0,0
247397.0,0
247413.0,0
247424.0,0
247482.0,0
247730.0,0
247919.0,0
247930.0,0
247947.0,0
248029.0,0
248043.0,0
248052.0,0
248110.0,0
248124.0,0
248127.0,0
248239.0,0
248647.0,0
248875.0,0
249269.0,0
249364.0,0
249537.0,0
249573.0,0
249687.0,0
249709.0,0
249949.0,0
249978.0,0
250033.0,0
250584.0,0
250804.0,0
250887.0,0
250892.0,0
250912.0,0
250960.0,0
251061.0,0
251146.0,0
251217.0,0
251248.0,0
251255.0,0
251578.0,0
251809.0,0
251829.0,0
251831.0,0
251852.0,0
252215.0,0
252373.0,0
252425.0,0
252474.0,0
252934.0,0
253021.0,0
253119.0,0
253122.0,0
253159.0,0
253273.0,0
253294.0,0
253431.0,0
253482.0,0
253510.0,0
253636.0,0
253826.0,0
253939.0,0
253958.0,0
254163.0,0
254171.0,0
254247.0,0
254249.0,0
254289.0,0
254314.0,0
254349.0,0
254383.0,0
254472.0,0
254488.0,0
254552.0,0
254614.0,0
254657.0,0
254818.0,0
254833.0,0
254863.0,0
254872.0,0
254976.0,0
255074.0,0
255178.0,0
255270.0,0
255425.0,0
255511.0,0
255529.0,0
255561.0,0
255615.0,0
255636.0,0
255671.0,0
255783.0,0
256485.0,0
256540.0,0
256585.0,0
256703.0,0
256868.0,0
256938.0,0
256991.0,0
257038.0,0
257048.0,0
257118.0,0
257170.0,0
257212.0,0
257281.0,0
257371.0,0
257529.0,0
257909.0,0
258386.0,0
258398.0,0
258477.0,0
258669.0,0
258698.0,0
258827.0,0
258875.0,0
258890.0,0
258898.0,0
258939.0,0
258949.0,0
259026.0,0
259108.0,0
259128.0,0
259181.0,0
259240.0,0
259243.0,0
259260.0,0
259521.0,0
259918.0,0
260184.0,0
260314.0,0
260400.0,0
260421.0,0
260563.0,0
260676.0,0
260833.0,0
261143.0,0
261160.0,0
261298.0,0
261371.0,0
261462.0,0
261871.0,0
261877.0,0
262157.0,0
262299.0,0
262347.0,0
262351.0,0
262497.0,0
262510.0,0
262888.0,0
263003.0,0
263342.0,0
263542.0,0
263566.0,0
263856.0,0
263860.0,0
263895.0,0
263931.0,0
264034.0,0
264075.0,0
264093.0,0
264231.0,0
264583.0,0
264592.0,0
264600.0,0
264614.0,0
264711.0,0
264740.0,0
264820.0,0
264860.0,0
264989.0,0
265055.0,0
265075.0,0
265115.0,0
265210.0,0
265234.0,0
265571.0,0
265667.0,0
265682.0,0
265718.0,0
265764.0,0
265778.0,0
265899.0,0
265916.0,0
265956.0,0
265996.0,0
266003.0,0
266180.0,0
266358.0,0
266417.0,0
266528.0,0
266660.0,0
266664.0,0
266762.0,0
266790.0,0
266807.0,0
266831.0,0
266883.0,0
266936.0,0
267095.0,0
267106.0,0
267113.0,0
267120.0,0
267199.0,0
267414.0,0
267459.0,0
267466.0,0
267563.0,0
267582.0,0
267662.0,0
267720.0,0
267743.0,0
267758.0,0
267826.0,0
268132.0,0
268180.0,0
268414.0,0
268508.0,0
268530.0,0
268588.0,0
268740.0,0
268898.0,0
268918.0,0
268982.0,0
269110.0,0
269114.0,0
269187.0,0
269398.0,0
269881.0,0
270060.0,0
270103.0,0
270229.0,0
270302.0,0
270455.0,0
270678.0,0
270691.0,0
270741.0,0
270797.0,0
270939.0,0
271118.0,0
271138.0,0
271220.0,0
271272.0,0
271612.0,0
271642.0,0
271660.0,0
271784.0,0
272201.0,0
272245.0,0
272259.0,0
272282.0,0
272320.0,0
272433.0,0
272726.0,0
272835.0,0
272862.0,0
272875.0,0
272929.0,0
273398.0,0
273446.0,0
273462.0,0
273515.0,0
273530.0,0
273665.0,0
273670.0,0
273786.0,0
273794.0,0
273798.0,0
273848.0,0
273854.0,0
273868.0,0
273942.0,0
274064.0,0
274148.0,0
274186.0,0
274399.0,0
274685.0,0
274798.0,0
274926.0,0
274962.0,0
275027.0,0
275050.0,0
275081.0,0
275137.0,0
275208.0,0
275245.0,0
275273.0,0
275300.0,0
275396.0,0
275439.0,0
275552.0,0
275725.0,0
275750.0,0
275756.0,0
275826.0,0
275855.0,0
275858.0,0
275891.0,0
275892.0,0
275915.0,0
275979.0,0
276069.0,0
